Match_ID,Match_City,Match_City_ID,Match_Date,Season,Season_ID,MatchNumber,Team1,Team1_ID,Team2,Team2_ID,Stadium_Name,Stadium_ID,TossWinner,Toss_Winner_ID,TossDecision,SuperOver,WinningTeam,Winner_Team_ID,WonBy,Margin,DL_used,MOM,MOM_ID,Umpire1,Ump1_ID,Umpire2,Ump2_ID
1312200,Ahmedabad,10002,5/29/2022,2022,30015,Final,Rajasthan Royals,50001,Gujarat Titans,50007,Narendra Modi Stadium,20018,Rajasthan Royals,50001,bat,N,Gujarat Titans,50007,Wickets,7,No,HH Pandya,90211,CB Gaffaney,60001,Nitin Menon,60005
1312199,Ahmedabad,10002,5/27/2022,2022,30015,Qualifier 2,Royal Challengers Bangalore,50010,Rajasthan Royals,50001,Narendra Modi Stadium,20018,Rajasthan Royals,50001,field,N,Rajasthan Royals,50001,Wickets,7,No,JC Buttler,90237,CB Gaffaney,60001,Nitin Menon,60005
1312198,Kolkata,10022,5/25/2022,2022,30015,Eliminator,Royal Challengers Bangalore,50010,Lucknow Super Giants,50011,Eden Gardens,20008,Lucknow Super Giants,50011,field,N,Royal Challengers Bangalore,50010,Runs,14,No,RM Patidar,90477,J Madanagopal,60002,MA Gough,60014
1312197,Kolkata,10022,5/24/2022,2022,30015,Qualifier 1,Rajasthan Royals,50001,Gujarat Titans,50007,Eden Gardens,20008,Gujarat Titans,50007,field,N,Gujarat Titans,50007,Wickets,7,No,DA Miller,90141,BNJ Oxenford,60003,VK Sharma,60026
1304116,Mumbai,10023,5/22/2022,2022,30015,70,Sunrisers Hyderabad,50006,Punjab Kings,50009,Wankhede Stadium,20034,Sunrisers Hyderabad,50006,bat,N,Punjab Kings,50009,Wickets,5,No,Harpreet Brar,90205,AK Chaudhary,60004,NA Patwardhan,60011
1304115,Mumbai,10023,5/21/2022,2022,30015,69,Delhi Capitals,50008,Mumbai Indians,50005,Wankhede Stadium,20034,Mumbai Indians,50005,field,N,Mumbai Indians,50005,Wickets,5,No,JJ Bumrah,90245,Nitin Menon,60005,Tapan Sharma,60017
1304114,Mumbai,10023,5/20/2022,2022,30015,68,Chennai Super Kings,50003,Rajasthan Royals,50001,Brabourne Stadium,20002,Chennai Super Kings,50003,bat,N,Rajasthan Royals,50001,Wickets,5,No,R Ashwin,90440,CB Gaffaney,60001,NA Patwardhan,60011
1304113,Mumbai,10023,5/19/2022,2022,30015,67,Gujarat Titans,50007,Royal Challengers Bangalore,50010,Wankhede Stadium,20034,Gujarat Titans,50007,bat,N,Royal Challengers Bangalore,50010,Wickets,8,No,V Kohli,90617,KN Ananthapadmanabhan,60006,GR Sadashiv Iyer,60008
1304112,Mumbai,10023,5/18/2022,2022,30015,66,Lucknow Super Giants,50011,Kolkata Knight Riders,50004,Dr DY Patil Sports Academy,20005,Lucknow Super Giants,50011,bat,N,Lucknow Super Giants,50011,Runs,2,No,Q de Kock,90439,R Pandit,60007,YC Barde,60024
1304111,Mumbai,10023,5/17/2022,2022,30015,65,Sunrisers Hyderabad,50006,Mumbai Indians,50005,Wankhede Stadium,20034,Mumbai Indians,50005,field,N,Sunrisers Hyderabad,50006,Runs,3,No,RA Tripathi,90461,CB Gaffaney,60001,N Pandit,60059
1304110,Mumbai,10023,5/16/2022,2022,30015,64,Delhi Capitals,50008,Punjab Kings,50009,Dr DY Patil Sports Academy,20005,Punjab Kings,50009,field,N,Delhi Capitals,50008,Runs,17,No,SN Thakur,90560,GR Sadashiv Iyer,60008,Nitin Menon,60005
1304109,Mumbai,10023,5/15/2022,2022,30015,63,Rajasthan Royals,50001,Lucknow Super Giants,50011,Brabourne Stadium,20002,Rajasthan Royals,50001,bat,N,Rajasthan Royals,50001,Runs,24,No,TA Boult,90594,PG Pathak,60009,Tapan Sharma,60017
1304108,Mumbai,10023,5/15/2022,2022,30015,62,Chennai Super Kings,50003,Gujarat Titans,50007,Wankhede Stadium,20034,Chennai Super Kings,50003,bat,N,Gujarat Titans,50007,Wickets,7,No,WP Saha,90636,R Pandit,60007,VK Sharma,60026
1304107,Pune,10026,5/14/2022,2022,30015,61,Kolkata Knight Riders,50004,Sunrisers Hyderabad,50006,Maharashtra Cricket Association Stadium,20017,Kolkata Knight Riders,50004,bat,N,Kolkata Knight Riders,50004,Runs,54,No,AD Russell,90042,AK Chaudhary,60004,KN Ananthapadmanabhan,60006
1304106,Mumbai,10023,5/13/2022,2022,30015,60,Punjab Kings,50009,Royal Challengers Bangalore,50010,Brabourne Stadium,20002,Royal Challengers Bangalore,50010,field,N,Punjab Kings,50009,Runs,54,No,JM Bairstow,90250,J Madanagopal,60002,N Pandit,60059
1304105,Mumbai,10023,5/12/2022,2022,30015,59,Chennai Super Kings,50003,Mumbai Indians,50005,Wankhede Stadium,20034,Mumbai Indians,50005,field,N,Mumbai Indians,50005,Wickets,5,No,DR Sams,90170,Chirra Ravikanthreddy,60010,CB Gaffaney,60001
1304104,Mumbai,10023,5/11/2022,2022,30015,58,Rajasthan Royals,50001,Delhi Capitals,50008,Dr DY Patil Sports Academy,20005,Delhi Capitals,50008,field,N,Delhi Capitals,50008,Wickets,8,No,MR Marsh,90376,NA Patwardhan,60011,Nitin Menon,60005
1304103,Pune,10026,5/10/2022,2022,30015,57,Gujarat Titans,50007,Lucknow Super Giants,50011,Maharashtra Cricket Association Stadium,20017,Gujarat Titans,50007,bat,N,Gujarat Titans,50007,Runs,62,No,Shubman Gill,90546,KN Ananthapadmanabhan,60006,MA Gough,60014
1304102,Mumbai,10023,5/9/2022,2022,30015,56,Kolkata Knight Riders,50004,Mumbai Indians,50005,Dr DY Patil Sports Academy,20005,Mumbai Indians,50005,field,N,Kolkata Knight Riders,50004,Runs,52,No,JJ Bumrah,90245,CB Gaffaney,60001,GR Sadashiv Iyer,60008
1304101,Mumbai,10023,5/8/2022,2022,30015,55,Chennai Super Kings,50003,Delhi Capitals,50008,Dr DY Patil Sports Academy,20005,Delhi Capitals,50008,field,N,Chennai Super Kings,50003,Runs,91,No,DP Conway,90165,Nitin Menon,60005,R Pandit,60007
1304100,Mumbai,10023,5/8/2022,2022,30015,54,Royal Challengers Bangalore,50010,Sunrisers Hyderabad,50006,Wankhede Stadium,20034,Royal Challengers Bangalore,50010,bat,N,Royal Challengers Bangalore,50010,Runs,67,No,PWH de Silva,90438,BNJ Oxenford,60003,N Pandit,60059
1304099,Pune,10026,5/7/2022,2022,30015,53,Lucknow Super Giants,50011,Kolkata Knight Riders,50004,Maharashtra Cricket Association Stadium,20017,Kolkata Knight Riders,50004,field,N,Lucknow Super Giants,50011,Runs,75,No,Avesh Khan,90081,AK Chaudhary,60004,MA Gough,60014
1304098,Mumbai,10023,5/7/2022,2022,30015,52,Punjab Kings,50009,Rajasthan Royals,50001,Wankhede Stadium,20034,Punjab Kings,50009,bat,N,Rajasthan Royals,50001,Wickets,6,No,YBK Jaiswal,90646,Chirra Ravikanthreddy,60010,YC Barde,60024
1304097,Mumbai,10023,5/6/2022,2022,30015,51,Mumbai Indians,50005,Gujarat Titans,50007,Brabourne Stadium,20002,Gujarat Titans,50007,field,N,Mumbai Indians,50005,Runs,5,No,TH David,90598,J Madanagopal,60002,GR Sadashiv Iyer,60008
1304096,Mumbai,10023,5/5/2022,2022,30015,50,Delhi Capitals,50008,Sunrisers Hyderabad,50006,Brabourne Stadium,20002,Sunrisers Hyderabad,50006,field,N,Delhi Capitals,50008,Runs,21,No,DA Warner,90142,Navdeep Singh,60012,NA Patwardhan,60011
1304095,Pune,10026,5/4/2022,2022,30015,49,Royal Challengers Bangalore,50010,Chennai Super Kings,50003,Maharashtra Cricket Association Stadium,20017,Chennai Super Kings,50003,field,N,Royal Challengers Bangalore,50010,Runs,13,No,HV Patel,90214,KN Ananthapadmanabhan,60006,MA Gough,60014
1304094,Mumbai,10023,5/3/2022,2022,30015,48,Gujarat Titans,50007,Punjab Kings,50009,Dr DY Patil Sports Academy,20005,Gujarat Titans,50007,bat,N,Punjab Kings,50009,Wickets,8,No,K Rabada,90267,R Pandit,60007,VK Sharma,60026
1304093,Mumbai,10023,5/2/2022,2022,30015,47,Rajasthan Royals,50001,Kolkata Knight Riders,50004,Wankhede Stadium,20034,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,7,No,RK Singh,90476,J Madanagopal,60002,N Pandit,60059
1304092,Pune,10026,5/1/2022,2022,30015,46,Chennai Super Kings,50003,Sunrisers Hyderabad,50006,Maharashtra Cricket Association Stadium,20017,Sunrisers Hyderabad,50006,field,N,Chennai Super Kings,50003,Runs,13,No,RD Gaikwad,90467,AK Chaudhary,60004,KN Ananthapadmanabhan,60006
1304091,Mumbai,10023,5/1/2022,2022,30015,45,Lucknow Super Giants,50011,Delhi Capitals,50008,Wankhede Stadium,20034,Lucknow Super Giants,50011,bat,N,Lucknow Super Giants,50011,Runs,6,No,Mohsin Khan,90373,Chirra Ravikanthreddy,60010,CB Gaffaney,60001
1304090,Mumbai,10023,4/30/2022,2022,30015,44,Rajasthan Royals,50001,Mumbai Indians,50005,Dr DY Patil Sports Academy,20005,Mumbai Indians,50005,field,N,Mumbai Indians,50005,Wickets,5,No,SA Yadav,90521,BNJ Oxenford,60003,YC Barde,60024
1304089,Mumbai,10023,4/30/2022,2022,30015,43,Royal Challengers Bangalore,50010,Gujarat Titans,50007,Brabourne Stadium,20002,Royal Challengers Bangalore,50010,bat,N,Gujarat Titans,50007,Wickets,6,No,R Tewatia,90456,HAS Khalid,60013,VK Sharma,60026
1304088,Pune,10026,4/29/2022,2022,30015,42,Lucknow Super Giants,50011,Punjab Kings,50009,Maharashtra Cricket Association Stadium,20017,Punjab Kings,50009,field,N,Lucknow Super Giants,50011,Runs,20,No,KH Pandya,90282,MA Gough,60014,UV Gandhe,60025
1304087,Mumbai,10023,4/28/2022,2022,30015,41,Kolkata Knight Riders,50004,Delhi Capitals,50008,Wankhede Stadium,20034,Delhi Capitals,50008,field,N,Delhi Capitals,50008,Wickets,4,No,Kuldeep Yadav,90299,AK Chaudhary,60004,PG Pathak,60009
1304086,Mumbai,10023,4/27/2022,2022,30015,40,Sunrisers Hyderabad,50006,Gujarat Titans,50007,Wankhede Stadium,20034,Gujarat Titans,50007,field,N,Gujarat Titans,50007,Wickets,5,No,Umran Malik,90614,CB Gaffaney,60001,Navdeep Singh,60012
1304085,Pune,10026,4/26/2022,2022,30015,39,Rajasthan Royals,50001,Royal Challengers Bangalore,50010,Maharashtra Cricket Association Stadium,20017,Royal Challengers Bangalore,50010,field,N,Rajasthan Royals,50001,Runs,29,No,R Parag,90447,BNJ Oxenford,60003,KN Ananthapadmanabhan,60006
1304084,Mumbai,10023,4/25/2022,2022,30015,38,Punjab Kings,50009,Chennai Super Kings,50003,Wankhede Stadium,20034,Chennai Super Kings,50003,field,N,Punjab Kings,50009,Runs,11,No,S Dhawan,90501,M Erasmus,60015,Tapan Sharma,60017
1304083,Mumbai,10023,4/24/2022,2022,30015,37,Lucknow Super Giants,50011,Mumbai Indians,50005,Wankhede Stadium,20034,Mumbai Indians,50005,field,N,Lucknow Super Giants,50011,Runs,36,No,KL Rahul,90288,M Erasmus,60015,HAS Khalid,60013
1304082,Mumbai,10023,4/23/2022,2022,30015,36,Royal Challengers Bangalore,50010,Sunrisers Hyderabad,50006,Brabourne Stadium,20002,Sunrisers Hyderabad,50006,field,N,Sunrisers Hyderabad,50006,Wickets,9,No,M Jansen,90320,Chirra Ravikanthreddy,60010,J Madanagopal,60002
1304081,Mumbai,10023,4/23/2022,2022,30015,35,Gujarat Titans,50007,Kolkata Knight Riders,50004,Dr DY Patil Sports Academy,20005,Gujarat Titans,50007,bat,N,Gujarat Titans,50007,Runs,8,No,Rashid Khan,90463,KN Ananthapadmanabhan,60006,UV Gandhe,60025
1304080,Mumbai,10023,4/22/2022,2022,30015,34,Rajasthan Royals,50001,Delhi Capitals,50008,Wankhede Stadium,20034,Delhi Capitals,50008,field,N,Rajasthan Royals,50001,Runs,15,No,JC Buttler,90237,NA Patwardhan,60011,Nitin Menon,60005
1304079,Mumbai,10023,4/21/2022,2022,30015,33,Mumbai Indians,50005,Chennai Super Kings,50003,Dr DY Patil Sports Academy,20005,Chennai Super Kings,50003,field,N,Chennai Super Kings,50003,Wickets,3,No,Mukesh Choudhary,90382,BNJ Oxenford,60003,UV Gandhe,60025
1304078,Mumbai,10023,4/20/2022,2022,30015,32,Punjab Kings,50009,Delhi Capitals,50008,Brabourne Stadium,20002,Delhi Capitals,50008,field,N,Delhi Capitals,50008,Wickets,9,No,Kuldeep Yadav,90299,RJ Tucker,60016,Tapan Sharma,60017
1304077,Mumbai,10023,4/19/2022,2022,30015,31,Royal Challengers Bangalore,50010,Lucknow Super Giants,50011,Dr DY Patil Sports Academy,20005,Lucknow Super Giants,50011,field,N,Royal Challengers Bangalore,50010,Runs,18,No,F du Plessis,90182,CB Gaffaney,60001,N Pandit,60059
1304076,Mumbai,10023,4/18/2022,2022,30015,30,Rajasthan Royals,50001,Kolkata Knight Riders,50004,Brabourne Stadium,20002,Kolkata Knight Riders,50004,field,N,Rajasthan Royals,50001,Runs,7,No,YS Chahal,90649,GR Sadashiv Iyer,60008,VK Sharma,60026
1304075,Pune,10026,4/17/2022,2022,30015,29,Chennai Super Kings,50003,Gujarat Titans,50007,Maharashtra Cricket Association Stadium,20017,Gujarat Titans,50007,field,N,Gujarat Titans,50007,Wickets,3,No,DA Miller,90141,KN Ananthapadmanabhan,60006,UV Gandhe,60025
1304074,Mumbai,10023,4/17/2022,2022,30015,28,Punjab Kings,50009,Sunrisers Hyderabad,50006,Dr DY Patil Sports Academy,20005,Sunrisers Hyderabad,50006,field,N,Sunrisers Hyderabad,50006,Wickets,7,No,Umran Malik,90614,PG Pathak,60009,R Pandit,60007
1304073,Mumbai,10023,4/16/2022,2022,30015,27,Royal Challengers Bangalore,50010,Delhi Capitals,50008,Wankhede Stadium,20034,Delhi Capitals,50008,field,N,Royal Challengers Bangalore,50010,Runs,16,No,KD Karthik,90281,Chirra Ravikanthreddy,60010,J Madanagopal,60002
1304072,Mumbai,10023,4/16/2022,2022,30015,26,Lucknow Super Giants,50011,Mumbai Indians,50005,Brabourne Stadium,20002,Mumbai Indians,50005,field,N,Lucknow Super Giants,50011,Runs,18,No,KL Rahul,90288,AK Chaudhary,60004,NA Patwardhan,60011
1304071,Mumbai,10023,4/15/2022,2022,30015,25,Kolkata Knight Riders,50004,Sunrisers Hyderabad,50006,Brabourne Stadium,20002,Sunrisers Hyderabad,50006,field,N,Sunrisers Hyderabad,50006,Wickets,7,No,RA Tripathi,90461,GR Sadashiv Iyer,60008,VK Sharma,60026
1304070,Mumbai,10023,4/14/2022,2022,30015,24,Gujarat Titans,50007,Rajasthan Royals,50001,Dr DY Patil Sports Academy,20005,Rajasthan Royals,50001,field,N,Gujarat Titans,50007,Runs,37,No,HH Pandya,90211,CB Gaffaney,60001,R Pandit,60007
1304069,Pune,10026,4/13/2022,2022,30015,23,Punjab Kings,50009,Mumbai Indians,50005,Maharashtra Cricket Association Stadium,20017,Mumbai Indians,50005,field,N,Punjab Kings,50009,Runs,12,No,MA Agarwal,90336,BNJ Oxenford,60003,UV Gandhe,60025
1304068,Mumbai,10023,4/12/2022,2022,30015,22,Chennai Super Kings,50003,Royal Challengers Bangalore,50010,Dr DY Patil Sports Academy,20005,Royal Challengers Bangalore,50010,field,N,Chennai Super Kings,50003,Runs,23,No,S Dube,90502,Nitin Menon,60005,N Pandit,60059
1304067,Mumbai,10023,4/11/2022,2022,30015,21,Gujarat Titans,50007,Sunrisers Hyderabad,50006,Dr DY Patil Sports Academy,20005,Sunrisers Hyderabad,50006,field,N,Sunrisers Hyderabad,50006,Wickets,8,No,KS Williamson,90298,Chirra Ravikanthreddy,60010,RJ Tucker,60016
1304066,Mumbai,10023,4/10/2022,2022,30015,20,Rajasthan Royals,50001,Lucknow Super Giants,50011,Wankhede Stadium,20034,Lucknow Super Giants,50011,field,N,Rajasthan Royals,50001,Runs,3,No,YS Chahal,90649,AK Chaudhary,60004,Tapan Sharma,60017
1304065,Mumbai,10023,4/10/2022,2022,30015,19,Delhi Capitals,50008,Kolkata Knight Riders,50004,Brabourne Stadium,20002,Kolkata Knight Riders,50004,field,N,Delhi Capitals,50008,Runs,44,No,Kuldeep Yadav,90299,CB Gaffaney,60001,J Madanagopal,60002
1304064,Pune,10026,4/9/2022,2022,30015,18,Mumbai Indians,50005,Royal Challengers Bangalore,50010,Maharashtra Cricket Association Stadium,20017,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,7,No,Anuj Rawat,90064,BNJ Oxenford,60003,KN Ananthapadmanabhan,60006
1304063,Mumbai,10023,4/9/2022,2022,30015,17,Chennai Super Kings,50003,Sunrisers Hyderabad,50006,Dr DY Patil Sports Academy,20005,Sunrisers Hyderabad,50006,field,N,Sunrisers Hyderabad,50006,Wickets,8,No,Abhishek Sharma,90033,Navdeep Singh,60012,Nitin Menon,60005
1304062,Mumbai,10023,4/8/2022,2022,30015,16,Punjab Kings,50009,Gujarat Titans,50007,Brabourne Stadium,20002,Gujarat Titans,50007,field,N,Gujarat Titans,50007,Wickets,6,No,Shubman Gill,90546,AK Chaudhary,60004,VK Sharma,60026
1304061,Mumbai,10023,4/7/2022,2022,30015,15,Delhi Capitals,50008,Lucknow Super Giants,50011,Dr DY Patil Sports Academy,20005,Lucknow Super Giants,50011,field,N,Lucknow Super Giants,50011,Wickets,6,No,Q de Kock,90439,RJ Tucker,60016,Tapan Sharma,60017
1304060,Pune,10026,4/6/2022,2022,30015,14,Mumbai Indians,50005,Kolkata Knight Riders,50004,Maharashtra Cricket Association Stadium,20017,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,5,No,PJ Cummins,90426,BNJ Oxenford,60003,KN Ananthapadmanabhan,60006
1304059,Mumbai,10023,4/5/2022,2022,30015,13,Rajasthan Royals,50001,Royal Challengers Bangalore,50010,Wankhede Stadium,20034,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,4,No,KD Karthik,90281,AK Chaudhary,60004,HAS Khalid,60013
1304058,Mumbai,10023,4/4/2022,2022,30015,12,Lucknow Super Giants,50011,Sunrisers Hyderabad,50006,Dr DY Patil Sports Academy,20005,Sunrisers Hyderabad,50006,field,N,Lucknow Super Giants,50011,Runs,12,No,Avesh Khan,90081,J Madanagopal,60002,Navdeep Singh,60012
1304057,Mumbai,10023,4/3/2022,2022,30015,11,Punjab Kings,50009,Chennai Super Kings,50003,Brabourne Stadium,20002,Chennai Super Kings,50003,field,N,Punjab Kings,50009,Runs,54,No,LS Livingstone,90317,RJ Tucker,60016,YC Barde,60024
1304056,Pune,10026,4/2/2022,2022,30015,10,Gujarat Titans,50007,Delhi Capitals,50008,Maharashtra Cricket Association Stadium,20017,Delhi Capitals,50008,field,N,Gujarat Titans,50007,Runs,14,No,LH Ferguson,90310,KN Ananthapadmanabhan,60006,UV Gandhe,60025
1304055,Mumbai,10023,4/2/2022,2022,30015,9,Rajasthan Royals,50001,Mumbai Indians,50005,Dr DY Patil Sports Academy,20005,Mumbai Indians,50005,field,N,Rajasthan Royals,50001,Runs,23,No,JC Buttler,90237,Nitin Menon,60005,PG Pathak,60009
1304054,Mumbai,10023,4/1/2022,2022,30015,8,Punjab Kings,50009,Kolkata Knight Riders,50004,Wankhede Stadium,20034,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,6,No,UT Yadav,90616,AK Chaudhary,60004,HAS Khalid,60013
1304053,Mumbai,10023,3/31/2022,2022,30015,7,Chennai Super Kings,50003,Lucknow Super Giants,50011,Brabourne Stadium,20002,Lucknow Super Giants,50011,field,N,Lucknow Super Giants,50011,Wickets,6,No,E Lewis,90178,RJ Tucker,60016,VK Sharma,60026
1304052,Mumbai,10023,3/30/2022,2022,30015,6,Kolkata Knight Riders,50004,Royal Challengers Bangalore,50010,Dr DY Patil Sports Academy,20005,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,3,No,PWH de Silva,90438,J Madanagopal,60002,Navdeep Singh,60012
1304051,Pune,10026,3/29/2022,2022,30015,5,Rajasthan Royals,50001,Sunrisers Hyderabad,50006,Maharashtra Cricket Association Stadium,20017,Sunrisers Hyderabad,50006,field,N,Rajasthan Royals,50001,Runs,61,No,SV Samson,90582,BNJ Oxenford,60003,UV Gandhe,60025
1304050,Mumbai,10023,3/28/2022,2022,30015,4,Lucknow Super Giants,50011,Gujarat Titans,50007,Wankhede Stadium,20034,Gujarat Titans,50007,field,N,Gujarat Titans,50007,Wickets,5,No,Mohammed Shami,90371,PG Pathak,60009,VK Sharma,60026
1304049,Mumbai,10023,3/27/2022,2022,30015,3,Royal Challengers Bangalore,50010,Punjab Kings,50009,Dr DY Patil Sports Academy,20005,Punjab Kings,50009,field,N,Punjab Kings,50009,Wickets,5,No,OF Smith,90404,Nitin Menon,60005,YC Barde,60024
1304048,Mumbai,10023,3/27/2022,2022,30015,2,Mumbai Indians,50005,Delhi Capitals,50008,Brabourne Stadium,20002,Delhi Capitals,50008,field,N,Delhi Capitals,50008,Wickets,4,No,Kuldeep Yadav,90299,RJ Tucker,60016,HAS Khalid,60013
1304047,Mumbai,10023,3/26/2022,2022,30015,1,Chennai Super Kings,50003,Kolkata Knight Riders,50004,Wankhede Stadium,20034,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,6,No,UT Yadav,90616,AK Chaudhary,60004,Nitin Menon,60005
1254117,Dubai,10012,10/15/2021,2021,30014,Final,Chennai Super Kings,50003,Kolkata Knight Riders,50004,Dubai International Cricket Stadium,20007,Kolkata Knight Riders,50004,field,N,Chennai Super Kings,50003,Runs,27,No,F du Plessis,90182,Nitin Menon,60005,RK Illingworth,60021
1254116,Sharjah,10030,10/13/2021,2021,30014,Qualifier 2,Delhi Capitals,50008,Kolkata Knight Riders,50004,Sharjah Cricket Stadium,20028,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,3,No,VR Iyer,90626,KN Ananthapadmanabhan,60006,MA Gough,60014
1254115,Sharjah,10030,10/11/2021,2021,30014,Eliminator,Royal Challengers Bangalore,50010,Kolkata Knight Riders,50004,Sharjah Cricket Stadium,20028,Royal Challengers Bangalore,50010,bat,N,Kolkata Knight Riders,50004,Wickets,4,No,SP Narine,90566,CB Gaffaney,60001,VK Sharma,60026
1254114,Dubai,10012,10/10/2021,2021,30014,Qualifier 1,Delhi Capitals,50008,Chennai Super Kings,50003,Dubai International Cricket Stadium,20007,Chennai Super Kings,50003,field,N,Chennai Super Kings,50003,Wickets,4,No,RD Gaikwad,90467,Nitin Menon,60005,RK Illingworth,60021
1254101,Dubai,10012,10/8/2021,2021,30014,56,Delhi Capitals,50008,Royal Challengers Bangalore,50010,Dubai International Cricket Stadium,20007,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,7,No,KS Bharat,90296,KN Ananthapadmanabhan,60006,Nitin Menon,60005
1254088,Abu Dhabi,10001,10/8/2021,2021,30014,55,Mumbai Indians,50005,Sunrisers Hyderabad,50006,Sheikh Zayed Stadium,20029,Mumbai Indians,50005,bat,N,Mumbai Indians,50005,Runs,42,No,Ishan Kishan,90225,Tapan Sharma,60017,VK Sharma,60026
1254106,Sharjah,10030,10/7/2021,2021,30014,54,Kolkata Knight Riders,50004,Rajasthan Royals,50001,Sharjah Cricket Stadium,20028,Rajasthan Royals,50001,field,N,Kolkata Knight Riders,50004,Runs,86,No,Shivam Mavi,90541,MA Gough,60014,HAS Khalid,60013
1254094,Dubai,10012,10/7/2021,2021,30014,53,Chennai Super Kings,50003,Punjab Kings,50009,Dubai International Cricket Stadium,20007,Punjab Kings,50009,field,N,Punjab Kings,50009,Wickets,6,No,KL Rahul,90288,K Srinivasan,60018,RK Illingworth,60021
1254095,Abu Dhabi,10001,10/6/2021,2021,30014,52,Sunrisers Hyderabad,50006,Royal Challengers Bangalore,50010,Sheikh Zayed Stadium,20029,Royal Challengers Bangalore,50010,field,N,Sunrisers Hyderabad,50006,Runs,4,No,KS Williamson,90298,S Ravi,60019,UV Gandhe,60025
1254093,Sharjah,10030,10/5/2021,2021,30014,51,Rajasthan Royals,50001,Mumbai Indians,50005,Sharjah Cricket Stadium,20028,Mumbai Indians,50005,field,N,Mumbai Indians,50005,Wickets,8,No,NM Coulter-Nile,90397,AK Chaudhary,60004,MA Gough,60014
1254110,Dubai,10012,10/4/2021,2021,30014,50,Chennai Super Kings,50003,Delhi Capitals,50008,Dubai International Cricket Stadium,20007,Delhi Capitals,50008,field,N,Delhi Capitals,50008,Wickets,3,No,AR Patel,90070,AK Chaudhary,60004,Nitin Menon,60005
1254090,Sharjah,10030,10/3/2021,2021,30014,48,Royal Challengers Bangalore,50010,Punjab Kings,50009,Sharjah Cricket Stadium,20028,Royal Challengers Bangalore,50010,bat,N,Royal Challengers Bangalore,50010,Runs,6,No,GJ Maxwell,90197,KN Ananthapadmanabhan,60006,RK Illingworth,60021
1254109,Dubai,10012,10/3/2021,2021,30014,49,Sunrisers Hyderabad,50006,Kolkata Knight Riders,50004,Dubai International Cricket Stadium,20007,Sunrisers Hyderabad,50006,bat,N,Kolkata Knight Riders,50004,Wickets,6,No,Shubman Gill,90546,J Madanagopal,60002,MA Gough,60014
1254112,Sharjah,10030,10/2/2021,2021,30014,46,Mumbai Indians,50005,Delhi Capitals,50008,Sharjah Cricket Stadium,20028,Delhi Capitals,50008,field,N,Delhi Capitals,50008,Wickets,4,No,AR Patel,90070,AK Chaudhary,60004,MA Gough,60014
1254089,Abu Dhabi,10001,10/2/2021,2021,30014,47,Chennai Super Kings,50003,Rajasthan Royals,50001,Sheikh Zayed Stadium,20029,Rajasthan Royals,50001,field,N,Rajasthan Royals,50001,Wickets,7,No,RD Gaikwad,90467,CB Gaffaney,60001,VK Sharma,60026
1254102,Dubai,10012,10/1/2021,2021,30014,45,Kolkata Knight Riders,50004,Punjab Kings,50009,Dubai International Cricket Stadium,20007,Punjab Kings,50009,field,N,Punjab Kings,50009,Wickets,5,No,KL Rahul,90288,KN Ananthapadmanabhan,60006,RK Illingworth,60021
1254091,Sharjah,10030,9/30/2021,2021,30014,44,Sunrisers Hyderabad,50006,Chennai Super Kings,50003,Sharjah Cricket Stadium,20028,Chennai Super Kings,50003,field,N,Chennai Super Kings,50003,Wickets,6,No,JR Hazlewood,90259,Nitin Menon,60005,YC Barde,60024
1254103,Dubai,10012,9/29/2021,2021,30014,43,Rajasthan Royals,50001,Royal Challengers Bangalore,50010,Dubai International Cricket Stadium,20007,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,7,No,YS Chahal,90649,AY Dandekar,60020,KN Ananthapadmanabhan,60006
1254099,Abu Dhabi,10001,9/28/2021,2021,30014,42,Punjab Kings,50009,Mumbai Indians,50005,Sheikh Zayed Stadium,20029,Mumbai Indians,50005,field,N,Mumbai Indians,50005,Wickets,6,No,KA Pollard,90272,S Ravi,60019,VK Sharma,60026
1254092,Sharjah,10030,9/28/2021,2021,30014,41,Delhi Capitals,50008,Kolkata Knight Riders,50004,Sharjah Cricket Stadium,20028,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,3,No,SP Narine,90566,Nitin Menon,60005,HAS Khalid,60013
1254100,Dubai,10012,9/27/2021,2021,30014,40,Rajasthan Royals,50001,Sunrisers Hyderabad,50006,Dubai International Cricket Stadium,20007,Rajasthan Royals,50001,bat,N,Sunrisers Hyderabad,50006,Wickets,7,No,JJ Roy,90246,KN Ananthapadmanabhan,60006,Navdeep Singh,60012
